CreditScore,LTV,DTI,FEDTI,POINTS
710,0.95,0.300284986,0.173760257,0.581932577094489
795,0.75,1.293983779,0.795415076,0.4748836439117647
678,0.88,0.294528149,0.172110166,0.7194489299052178
556,0.82,0.556552215,0.329408777,0.3114039008
732,0.85,0.756317865,0.464206497,0.44324168144705883
766,0.91,0.54185067,0.315515848,0.43955746584705885
541,0.91,0.398332679,0.255026829,0.4162834828986711
745,0.75,0.692104046,0.315514451,0.5683557973588235
576,0.85,1.527484202,1.111607425,0.08609083729999999
659,0.8,1.06896941,0.752509104,0.4116756780117647
674,0.86,0.306065146,0.184626036,0.7111194831874146
693,0.76,1.05996813,0.639288244,0.48389789201176475
586,0.73,0.363143132,0.205906395,0.5920101106229236
625,0.9,0.426370648,0.305171882,0.3203268471488372
633,0.79,0.363290568,0.218076977,0.5876291867524918
546,0.84,0.700190311,0.469394464,0.28304152250000003
515,0.87,0.42458822,0.30191066,0.37106748748837204
634,0.82,0.330321762,0.238056232,0.5381609027242524
653,0.94,1.070830174,0.637168309,0.32125897522941177
842,0.94,0.673145315,0.359251115,0.4444074158235294
755,0.9,0.389069369,0.238746874,0.6463108342104749
639,0.72,0.401260965,0.241310307,0.5705012440116279
619,0.72,0.365609496,0.25126903,0.5752355965282392
716,0.91,0.765946115,0.39627193,0.3943664307941177
654,0.71,0.277790187,0.149166771,0.8244767253209888
775,0.88,0.26711127,0.157471979,0.7595822839705882
773,0.87,0.446487524,0.221492856,0.6035995973478991
539,0.8,0.406236445,0.251779952,0.5156049967109635
796,0.85,0.381277798,0.232365155,0.7124608363528435
737,0.86,0.314006109,0.167518632,0.7339119465135822
646,0.72,1.192441948,0.77259176,0.4434966292
584,0.94,1.637698829,1.201687525,0.01606136459999999
549,0.92,0.464809745,0.355296984,0.21798932710000002
698,0.81,0.301685613,0.181284684,0.7703901427633378
726,0.85,0.560797342,0.289394327,0.4785102448647059
698,0.73,0.434233198,0.301919461,0.5816788517470588
649,0.81,1.573559401,1.050640786,0.32846233424117643
709,0.81,0.354521878,0.217968289,0.748236645892613
645,0.77,0.341114048,0.196224824,0.7902967396951338
637,0.81,0.301568309,0.195321483,0.5601101626162791
531,0.76,0.346976869,0.227154384,0.5881811391694353
565,0.8,0.986383308,0.617372488,0.2396244204
695,0.85,0.301801902,0.162861554,0.7260604351543872
704,0.86,0.428578053,0.26989696,0.6609977374496775
644,0.95,0.524405546,0.299622184,0.31200899170588237
619,0.92,1.057986838,0.792955429,0.11490577330000001
502,0.74,0.39516594,0.258053537,0.5659389666860465
736,0.75,0.553954407,0.351477293,0.575927418235294
529,0.91,0.590536337,0.416699128,0.1992764535
778,0.9,0.602170058,0.407731211,0.4278334025117647
763,0.74,0.293398264,0.176018369,0.843315907072992
503,0.8,0.353862796,0.197041811,0.5473342511544851
621,0.83,0.52641292,0.354955891,0.3118631189
718,0.85,0.271286574,0.144213584,0.7465817182294313
613,0.77,1.027241784,0.683931925,0.2788826291
707,0.75,0.233531659,0.131457424,0.8566824083310534
548,0.91,0.760196154,0.497696154,0.1742107692
589,0.9,0.916979167,0.636366922,0.1446653911
523,0.88,1.11878295,0.803864274,0.1577352776
585,0.87,0.418062691,0.2860043,0.37417568837209303
680,0.79,1.135393635,0.768224456,0.4596381909
652,0.9,0.327068771,0.211736189,0.640082133498632
730,0.9,0.397019941,0.233862781,0.6388532417300177
565,0.88,0.403961353,0.265662285,0.46117611180232554
781,0.71,0.596472371,0.365416181,0.5835170271529412
569,0.76,0.368755532,0.240746897,0.5782618648920266
705,0.89,0.291582136,0.189220739,0.7219643067495604
607,0.71,0.23574185,0.124187181,0.6508237493106312
841,0.91,0.451326135,0.257130083,0.5603881551764706
837,0.85,0.315759955,0.13825014,0.7733688729138167
781,0.86,0.534268293,0.333299365,0.49294911655294116
843,0.88,0.978615819,0.557711864,0.44430840817058825
745,0.89,0.280397915,0.184643047,0.7379648842598202
783,0.85,0.710751353,0.391107927,0.4701081896470588
620,0.89,1.428311317,1.025240985,0.10464476980000001
682,0.74,0.306492652,0.154498251,0.8241329275781708
809,0.74,0.453383501,0.227816797,0.711239684584874
536,0.77,0.25598538,0.150738033,0.6366335044933555
714,0.82,0.94521711,0.654549579,0.45002333110000003
585,0.83,0.573251825,0.422462218,0.3004285957
580,0.95,0.549207317,0.396470851,0.1104321832
781,0.74,0.382125484,0.191265686,0.8225303171536056
638,0.74,0.492303103,0.325579611,0.3682117286
619,0.84,0.501543492,0.351445389,0.3147011119
553,0.89,0.576241408,0.420618642,0.250313995
831,0.73,0.272002909,0.149366678,0.877810032097909
727,0.76,0.289821009,0.148326365,0.8434495929748876
671,0.76,0.721220203,0.43941704,0.5312892168764707
832,0.85,0.618088432,0.329790085,0.4999180306529412
807,0.74,0.332423721,0.172041934,0.8486015512263045
767,0.76,0.333280493,0.180374284,0.8336617567559117
844,0.76,0.290859562,0.145482004,0.8786356769415674
847,0.9,1.044610951,0.582280774,0.38642847455882356
502,0.79,0.664384468,0.43609345,0.3399522082
797,0.85,0.694148124,0.339116573,0.4810852950058824
640,0.94,0.396200699,0.269640539,0.5997954041757866
582,0.78,0.882260195,0.519250431,0.3098489374
745,0.77,0.887278689,0.519655738,0.5284242043588235
696,0.94,0.515771405,0.366606085,0.4164681333529412
589,0.93,0.807586445,0.576143384,0.16162701710000002
835,0.77,0.464402386,0.22352145,0.7193189074084033
562,0.9,0.618653035,0.425533918,0.1955813047
641,0.72,0.703400794,0.467289683,0.5214603640647059
527,0.89,1.517658578,1.058739889,0.0923601533
772,0.9,0.360353663,0.232481655,0.6602264835875512
756,0.74,0.38092169,0.181389214,0.8189846394987297
789,0.78,0.217480307,0.114667008,0.8905295050908735
730,0.94,0.373284138,0.211470549,0.6523704216303498
565,0.92,0.726012193,0.511801556,0.17621862510000003
794,0.91,0.841674817,0.4950978,0.39985215006470587
830,0.73,0.359754487,0.155555367,0.8548983246584914
625,0.8,1.588440693,1.102434474,0.13091248330000002
514,0.76,0.803707893,0.513360985,0.3182931122
502,0.79,0.560323391,0.383212131,0.35564644780000004
616,0.91,0.50686848,0.281644933,0.2211486587
649,0.79,1.399669725,0.86159633,0.4147557474411765
790,0.93,0.394892164,0.251709801,0.6506211966997264
540,0.93,0.807854643,0.504759085,0.16873862720000002
648,0.87,0.425915095,0.298896918,0.5616485214010943
638,0.73,0.552226194,0.358531037,0.35892427690000006
572,0.81,0.665169476,0.44990772,0.2884922804
633,0.9,0.383722101,0.21034159,0.43564030566445183
755,0.81,0.882519942,0.465913706,0.4872154587294118
665,0.79,1.053551736,0.702316506,0.47000141109411764
622,0.95,1.09905948,0.680472119,0.027046840100000004
772,0.9,0.755041405,0.466961104,0.4048585726294117
814,0.84,0.274660257,0.137358756,0.8264805877623608
598,0.92,0.589766686,0.391449608,0.2018783706
543,0.85,0.398786707,0.26150574,0.46386399820598
809,0.83,0.421070712,0.221722668,0.7608310879323823
566,0.74,0.713419851,0.451944244,0.33346359049999996
640,0.85,0.397320115,0.27920904,0.6461177530877468
518,0.76,0.245876686,0.152427746,0.6383808946345515
544,0.93,0.381577629,0.270201526,0.4147604715116279
699,0.82,0.290595458,0.154878844,0.7826940233672074
667,0.91,0.617731848,0.342298137,0.4001734720882353
710,0.75,0.297123157,0.166593392,0.8302274808071135
628,0.88,0.375892658,0.274323038,0.4646105892192691
688,0.77,0.304927837,0.185426625,0.8152156960684971
812,0.81,0.423897045,0.206568787,0.7664682544865156
599,0.9,2.091870877,1.531079171,-0.06229500479999999
797,0.71,0.500794134,0.320257094,0.6023066419058823
612,0.79,0.339904463,0.2007467,0.5992572004651163
593,0.85,0.53659375,0.379475694,0.25839305560000003
800,0.73,0.502249587,0.337290909,0.6013400680470589
801,0.74,0.753302449,0.39493051,0.5707649393941177
793,0.74,0.839843072,0.421145242,0.557136462717647
686,0.78,0.819409389,0.572059566,0.512617810382353
824,0.82,0.777161488,0.434622171,0.5211745752764706
780,0.78,0.517699058,0.270481592,0.6810412903344538
504,0.79,0.798927007,0.556591241,0.3144481752
846,0.91,0.707859359,0.462512927,0.4317863008117647
549,0.75,0.500878463,0.316136712,0.3682984825
800,0.83,1.261418197,0.758641606,0.43328813734705884
503,0.88,0.612018171,0.45220286,0.2435778969
506,0.82,0.596925,0.353288636,0.3049786364
605,0.9,0.471062037,0.338179729,0.2190758234
730,0.91,0.437766344,0.227314366,0.539745545810084
697,0.84,0.253560822,0.125102726,0.8013528219767443
509,0.82,0.429716248,0.262537502,0.5063025952657807
669,0.81,0.591300831,0.292656318,0.508368990982353
577,0.79,0.991602273,0.670295455,0.28381022720000004
836,0.91,0.516775114,0.31472032,0.46273280954117646
562,0.84,0.338597481,0.214089478,0.544795871910299
571,0.88,1.281646077,0.845919866,0.1372434057
648,0.92,0.698306137,0.499122029,0.37084541869411763
824,0.77,0.281154158,0.146656644,0.874590880412351
748,0.82,0.323325769,0.225327006,0.7643340299833887
572,0.76,0.265441252,0.165124246,0.6292965312790697
588,0.89,0.453267525,0.3439981,0.2702734375
642,0.78,0.541647446,0.358121911,0.5488465937117647
741,0.82,0.605150595,0.401088022,0.5173173147705883
757,0.81,1.35289327,0.8021003,0.40714770182352944
826,0.75,0.561278357,0.261462293,0.6934339504134454
740,0.91,0.49306436,0.317126455,0.4366279773235294
564,0.78,0.340442276,0.225097591,0.5904353808887043
543,0.71,0.277582682,0.152387252,0.6310218693355482
587,0.82,0.38717886,0.248446293,0.5212275857225914
572,0.77,0.378097684,0.279867788,0.5621175246179402
732,0.88,0.736068078,0.424355401,0.4492517697470588
729,0.95,0.476786774,0.274370496,0.4237436244487395
792,0.85,0.732882421,0.440216531,0.4656312812705883
507,0.72,0.736819216,0.463241466,0.32999393180000003
593,0.8,0.31388749,0.185004198,0.5609299814451827
690,0.86,0.299941912,0.18432529,0.7173567827330467
803,0.79,0.580884884,0.328329747,0.5952550074882352
788,0.76,0.955635472,0.491393543,0.537061804382353
635,0.94,0.418903527,0.312471992,0.3213333759162791
611,0.89,1.575660052,1.142528041,0.0781811907
775,0.82,0.695399765,0.410273369,0.5173738630705883
635,0.79,0.428414613,0.221463025,0.5712747571511627
762,0.82,0.490817691,0.26018123,0.6321140101016807
814,0.87,1.016913535,0.63055819,0.4246645922058824
686,0.89,0.520739964,0.354982515,0.4641924579823529
518,0.87,0.437247155,0.267051201,0.36089985557142856
640,0.88,0.504822329,0.354201402,0.4523329210176471
786,0.89,0.432909747,0.264498195,0.5934218548168066
540,0.95,0.699791667,0.503796521,0.08464118120000001
567,0.9,1.164713881,0.893325779,0.09419603400000001
621,0.79,0.359202983,0.190147704,0.5985545282724253
642,0.91,0.518960584,0.350493076,0.4018781634117647
654,0.94,1.12620438,0.597463504,0.3199861527764706
791,0.85,0.661071155,0.348905891,0.4816493542235294
502,0.79,0.35348136,0.217583544,0.590086623986711
730,0.83,0.687458915,0.443416187,0.5016183721529411
760,0.89,0.416253955,0.274896462,0.6785488585587258
590,0.87,0.418024119,0.321239951,0.37066109350465115
729,0.89,0.789398948,0.50590283,0.43488158690588236
648,0.91,0.647097428,0.437050841,0.3821734083941177
734,0.81,0.398739915,0.196857472,0.7528459001504788
683,0.85,0.379269603,0.259828142,0.6698843546853626
797,0.78,0.571350482,0.356117363,0.5916649802058822
613,0.84,0.419063127,0.285611799,0.4239822789372093
770,0.75,0.623177358,0.346950943,0.5794577581352941
776,0.77,0.304557211,0.169072546,0.847024983602697
787,0.82,0.357447552,0.162517483,0.7903012923465899
513,0.92,1.435843125,1.060485869,0.050367100599999985
665,0.93,0.375276621,0.226704343,0.6273487657177057
694,0.91,0.460399638,0.341025608,0.4239751224588236
759,0.78,0.225083239,0.120957502,0.8776912469581787
598,0.95,0.618709499,0.411235272,0.1020055229
803,0.8,1.202802768,0.670919427,0.4488042510882353
841,0.84,1.099257829,0.704148434,0.4670123148764706
663,0.72,1.312435791,0.767282519,0.437028169
576,0.84,0.6630187,0.486349065,0.2850632235
513,0.89,0.547210896,0.334908612,0.2617880492
823,0.78,1.014015267,0.626992366,0.5279580602294118
586,0.86,0.481302092,0.271203528,0.35501138794285714
615,0.78,0.792446341,0.562690244,0.3144863415
654,0.75,0.426469035,0.267483164,0.7476443943990619
576,0.72,0.495529125,0.317273559,0.3687197316
710,0.91,0.79591716,0.536548323,0.37557698111176474
561,0.8,0.412193012,0.239363976,0.5186540257142858
722,0.87,0.35247862,0.165620011,0.7212311651548758
645,0.77,0.613777382,0.32315079,0.5460130651529411
736,0.87,0.474752653,0.261584817,0.5755721740067227
828,0.83,0.351376277,0.221121459,0.7828420488660348
685,0.71,0.288073706,0.177628307,0.8210380220475865
616,0.83,0.698535705,0.473993297,0.2827470998
700,0.71,1.087783766,0.765116201,0.47059235624117646
763,0.93,0.605666732,0.394192285,0.4244258630058824
680,0.85,0.728006912,0.433536866,0.43384562219999995
849,0.91,0.994935818,0.401146998,0.4100976007529412
582,0.9,0.991849538,0.657433142,0.135071732
829,0.84,0.932125585,0.53274961,0.49733600991176474
578,0.86,0.331005501,0.208068313,0.4987118647259136
815,0.88,0.485986118,0.296380565,0.5114692140529412
538,0.73,0.470406352,0.332871968,0.369672168
656,0.92,0.621546534,0.427154653,0.38807105777058826
786,0.91,0.613903644,0.348513486,0.4349347575882353
550,0.85,1.055378993,0.761388738,0.1683232269
791,0.75,0.482687092,0.229045706,0.7025763117663866
555,0.93,0.777648508,0.503627156,0.1718724336
749,0.8,0.359574767,0.250074659,0.7473597005955638
564,0.84,0.334074872,0.225151795,0.5418968139451827
681,0.84,1.195936436,0.837253121,0.3969751619470588
592,0.91,0.923860936,0.618171934,0.14579671300000002
591,0.89,0.519493543,0.379837934,0.2600668523
593,0.83,0.902691535,0.640137733,0.24571707320000002
800,0.89,0.426277716,0.271898559,0.6890531368746335
743,0.86,1.322203249,0.894048313,0.3469042555647059
554,0.91,0.360067285,0.251366589,0.42648964030730896
787,0.86,0.599266382,0.3340717,0.4881367800352941
736,0.85,1.110712013,0.708166269,0.3845827600352941
803,0.88,0.3751247,0.200729725,0.727248980762654
684,0.74,0.932966152,0.587063539,0.4991735014882353
811,0.71,0.636981844,0.324319736,0.5923992537647059
761,0.79,0.35133853,0.167062531,0.8324517048851866
589,0.86,0.469754483,0.308926897,0.272131862
789,0.71,0.567295156,0.296131734,0.5957161345294117
750,0.79,0.618669423,0.392933593,0.5694279336941176
612,0.82,0.367000249,0.226025609,0.5339276730980067
671,0.91,1.496482036,1.012949102,0.2464098273764706
844,0.85,0.344676425,0.189976888,0.7502290974066835
632,0.94,1.714206446,1.244194206,0.004159934800000008
687,0.83,0.928878419,0.558361702,0.4533348114294118
661,0.88,0.388262096,0.240724669,0.6681451579367793
679,0.85,0.772116155,0.398951936,0.43259907325294117
561,0.88,0.686387514,0.508618196,0.230499429
597,0.76,0.439090094,0.280267444,0.3780642462
763,0.92,0.628355432,0.410434132,0.4205328083058824
730,0.94,1.100249154,0.69821901,0.3348590659529412
646,0.75,0.673728309,0.464754586,0.5261517105
803,0.73,0.326256579,0.130697368,0.8636252161364081
583,0.93,0.921167958,0.692672238,0.1386159804
660,0.92,0.427662303,0.307736348,0.5138876627239398
727,0.8,0.306228635,0.19490788,0.7729976106410006
793,0.72,0.672482459,0.353070498,0.5806799984176471
841,0.73,0.721880916,0.353025954,0.5898622541764705
606,0.83,0.546027926,0.395106952,0.3058865122
763,0.84,0.324900935,0.189947664,0.7810149563005668
849,0.77,0.390151378,0.242709658,0.8222909830340042
607,0.74,0.863726359,0.538371749,0.3097901892
804,0.72,0.443931991,0.183818644,0.7264278734210085
794,0.76,0.279275934,0.169737758,0.857960892279656
638,0.95,0.341646577,0.199692218,0.3542286583887043
779,0.87,0.373587372,0.234674009,0.7084247168013484
820,0.84,1.172422732,0.612602193,0.4626739780882353
768,0.83,0.35049099,0.207063732,0.7704214875258941
596,0.82,0.474955133,0.316484207,0.32085606600000005
635,0.8,0.508385372,0.28430395,0.32073106780000005
695,0.72,0.624450402,0.330884718,0.5588782527058823
588,0.94,1.201292917,0.891364058,0.09073430250000002
710,0.8,0.329430683,0.16862145,0.7719897962390072
716,0.82,0.356358196,0.218311996,0.7497456662243502
533,0.73,1.185738413,0.7513315,0.2562930087
815,0.8,0.265143337,0.127260523,0.8325944544044361
602,0.74,0.591468441,0.338570202,0.3569961357
579,0.78,0.628210453,0.429698858,0.34420906889999997
545,0.88,1.044880091,0.624628854,0.1830491055
739,0.8,0.479911325,0.332898258,0.5360719828764706
837,0.92,0.313155594,0.185907842,0.706953930405511
553,0.78,0.852202502,0.45796334,0.3189834158
636,0.95,1.412248322,0.883485139,-0.024573346099999997
813,0.9,0.410003121,0.237433297,0.6589704779641392
711,0.85,0.641770492,0.377205549,0.4572200429588235
634,0.94,1.257266716,0.799147686,0.0943585598
826,0.78,0.35999329,0.211979334,0.8335149017031463
585,0.89,1.052149015,0.704858374,0.17429926110000002
731,0.71,0.655237665,0.365526474,0.5629235860999999
694,0.88,0.586638214,0.403611293,0.45509269635882355
844,0.84,1.083291808,0.605375613,0.47936855201764705
534,0.89,0.378752149,0.293809283,0.382537176583721
607,0.74,0.845785201,0.544505151,0.31097096479999997
774,0.78,0.253850917,0.099493119,0.8830787050610709
844,0.78,0.234284562,0.101450461,0.9075182047571819
835,0.9,0.590366838,0.378823673,0.4486691841941176
708,0.8,0.363912158,0.209752763,0.7486928586276138
733,0.89,0.430918602,0.237781963,0.5875742454512605
511,0.85,0.61919363,0.388404954,0.2492401416
547,0.84,0.282195654,0.180417923,0.5699381312209303
530,0.89,0.685002446,0.516406326,0.22985912279999998
603,0.72,0.449048391,0.291573398,0.3759378211
527,0.76,0.383173106,0.210523274,0.5857030917774086
512,0.93,0.427931556,0.288716098,0.3216094236883721
625,0.93,0.302198936,0.18911383,0.46218052410299004
726,0.86,0.603500918,0.322738751,0.4709054448647059
613,0.82,0.741279891,0.441008152,0.2817711957
627,0.93,0.397494178,0.287238028,0.3288356906883721
669,0.8,1.019134219,0.513408154,0.443510468582353
508,0.9,0.466050746,0.305678869,0.2228270385
665,0.91,1.198616787,0.827664257,0.29296013089411765
588,0.86,0.807937628,0.554352379,0.2137709993
728,0.95,1.06704698,0.511258389,0.26128711015882355
756,0.75,0.415846273,0.247057453,0.7874097009522181
527,0.91,1.431405405,0.924280098,0.0644314497
675,0.83,0.489698492,0.291876047,0.5203719578647059
550,0.84,0.485056241,0.34126982,0.3173673939
784,0.71,0.408532764,0.229203862,0.8037220936163767
754,0.73,0.317031504,0.189831386,0.8302395255667383
801,0.82,0.5522001,0.314021901,0.5489660351941177
529,0.81,0.651141983,0.382952672,0.2965905345
520,0.77,0.314694645,0.188376657,0.6095378213372094
619,0.84,0.310834068,0.165691067,0.5685376263704319
829,0.83,0.592582247,0.262352576,0.6408679561403362
717,0.8,0.269662545,0.150050849,0.7945805442451632
577,0.74,0.32748618,0.202417081,0.6015486086129568
723,0.71,0.816002983,0.427114094,0.5383353511235294
773,0.82,0.26053911,0.12588207,0.8218045683359391
775,0.72,0.817192871,0.442590707,0.5519628186705882
614,0.82,1.563206681,1.07051357,0.13662797490000003
718,0.76,0.736353687,0.402540323,0.5472870695882353
561,0.78,0.622572304,0.385261444,0.3492166252
840,0.85,0.302243169,0.173144809,0.7649322826739301
672,0.92,0.743047691,0.489200076,0.37442228212352935
719,0.85,0.345841703,0.230994541,0.6985442348548954
744,0.82,0.59296839,0.367094411,0.5228172493117647
635,0.74,0.807834827,0.586699267,0.3105465906
769,0.95,0.225031821,0.127749268,0.6332187503888997
615,0.81,1.101161841,0.633827023,0.22650111360000003
741,0.71,0.974658362,0.531472254,0.5173281148705882
833,0.91,0.698234487,0.348560165,0.4403205348
619,0.89,1.244039409,0.884741379,0.1371219212
643,0.81,0.723349163,0.451526459,0.4716300848588236
842,0.95,0.363917486,0.240657811,0.5820658671208716
512,0.84,0.436136224,0.291336518,0.32725272580000003
572,0.83,0.969984004,0.712186084,0.2317829912
832,0.73,0.693956719,0.392861341,0.5860240763529413
755,0.86,0.911922825,0.498580772,0.43100846382941177
828,0.86,0.218429399,0.094611162,0.8089421763992575
829,0.85,0.514835742,0.232093736,0.6094493352117647
650,0.77,0.62602613,0.299406641,0.5486331934882352
539,0.83,0.59240284,0.407612108,0.29999850520000004
521,0.86,0.321791755,0.208021551,0.5008712970681064
843,0.74,0.311617869,0.130965892,0.8786983717529802
846,0.74,0.505741333,0.237484632,0.7134334561117647
521,0.79,0.366125435,0.245601596,0.5771396942857143
814,0.92,0.337884212,0.183211949,0.6954012020563807
602,0.79,0.659551464,0.388068933,0.3452379603
582,0.84,0.345987437,0.21809799,0.5416456660631229
732,0.84,0.567772467,0.352189293,0.5232979416470589
710,0.85,0.697972313,0.455301303,0.4434961678117647
636,0.82,0.293285409,0.166811187,0.5722186670016611
590,0.87,0.574318247,0.393845716,0.25318360370000004
802,0.83,0.278824555,0.135585397,0.8226160771023061
804,0.83,0.31402691,0.162657376,0.8053491542818058
570,0.76,0.531628621,0.270742375,0.45014343254285716
751,0.81,0.390267109,0.213406038,0.7539061180076216
626,0.73,0.394185814,0.201878122,0.586229551179402
518,0.76,0.368539146,0.243453549,0.5773455257890365
759,0.88,0.430185224,0.203338189,0.6075959899319328
619,0.83,0.415737525,0.262757704,0.5094748175083057
721,0.89,0.43178944,0.2428865,0.5821347009579831
563,0.91,0.546501355,0.427802168,0.20256964770000002
592,0.94,0.581370529,0.332536936,0.20860925350000004
540,0.94,0.348794875,0.212298617,0.4430639781478406
588,0.74,0.356707819,0.200182246,0.5955510339700997
811,0.95,1.120524642,0.721478537,0.2593290938647059
600,0.89,0.317202126,0.198168265,0.5054576833637874
817,0.83,0.388213213,0.184196697,0.7842274404460621
769,0.82,0.248543024,0.110246327,0.8290020791181356
668,0.92,0.716675849,0.505656566,0.3742373467352942
757,0.93,0.868392995,0.553172805,0.38049047882352943
688,0.77,0.936354788,0.674816327,0.4912358296764706
640,0.84,0.589806428,0.386373265,0.4906173248176471
594,0.72,0.366486544,0.256090765,0.5733095836627907
605,0.84,1.378483927,0.867189401,0.1754326672
797,0.81,0.308569134,0.18154578,0.7978137224135236
628,0.8,0.963400695,0.621120935,0.24154783700000002
571,0.94,0.542181227,0.408169353,0.204964942
787,0.73,0.345846889,0.215715208,0.8239999334512409
849,0.79,0.365086053,0.152029674,0.8605058369542701
777,0.88,1.043437366,0.514151347,0.4227705404647059
665,0.78,0.387661795,0.265648341,0.7605599219801641
574,0.93,0.355129632,0.212850639,0.4413936281312293
632,0.92,0.363402136,0.222276491,0.4361034142774086
628,0.72,0.621511944,0.335452071,0.35430359850000004
670,0.89,0.492775011,0.333275992,0.4644537232294118
780,0.83,0.322547128,0.204560878,0.781343348277311
834,0.74,0.291972665,0.155080715,0.8720075282367599
742,0.9,1.399210526,0.862737765,0.2920404650176471
743,0.87,0.359509236,0.228547009,0.7032986809092242
840,0.83,0.596104869,0.299225968,0.5575257398294118
710,0.82,0.321443078,0.182284039,0.7689678827257183
846,0.94,0.755245073,0.461915109,0.4271075112117647
806,0.81,0.219240622,0.099387008,0.8505772723666211
684,0.71,0.388216411,0.224107422,0.7808552193091656
759,0.75,0.459659168,0.258909339,0.6848017562462185
771,0.89,0.5216905,0.267038198,0.579224870882353
843,0.8,0.327693814,0.192872618,0.8028502348925152
539,0.77,0.392979429,0.269024552,0.5625292379734219
670,0.89,0.290732199,0.177729882,0.7159717263699433
513,0.86,0.441078539,0.254999216,0.36482099752857144
584,0.87,0.466636845,0.322787522,0.27105756329999997
538,0.77,0.369733001,0.240225827,0.578220642948505
689,0.95,0.806484742,0.537118545,0.2732867301235294
798,0.87,0.350228718,0.220703278,0.7244347439974594
629,0.89,0.516194235,0.329680851,0.2654124914
681,0.77,0.307672866,0.189826364,0.8109471583447332
758,0.77,0.671678563,0.418417426,0.5639315775705882
588,0.95,0.596706274,0.426395754,0.1026897972
600,0.74,0.377497547,0.252988224,0.5718569356478405
574,0.94,0.576184623,0.424510983,0.1999304394
531,0.79,0.580901606,0.370459839,0.35486385550000005
508,0.74,0.441317842,0.269425434,0.4596448465142857
550,0.82,0.484986315,0.274392207,0.4035041517142858
741,0.73,0.528978102,0.275517241,0.6666443516277311
709,0.71,0.739594833,0.440710511,0.5404988773647059
713,0.75,0.302963268,0.160627502,0.8318823433994529
805,0.86,0.423925251,0.203688241,0.7154316378507914
516,0.94,0.435965349,0.330560224,0.2233474427
766,0.71,0.677810469,0.267957578,0.6618139357470587
715,0.89,1.040127389,0.646815287,0.39159985004705883
544,0.73,0.9716615,0.565275883,0.2963062617
625,0.71,0.499426179,0.29610732,0.3704466501
663,0.87,0.292265872,0.178036946,0.7134465689867109
821,0.78,0.416240758,0.196904265,0.8243474601705101
819,0.77,0.326533438,0.141954367,0.8642463558896814
584,0.71,0.529059455,0.314305031,0.36566355140000006
625,0.81,0.749181873,0.508556246,0.2742261881
532,0.77,0.296457137,0.17095589,0.6200008047674419
669,0.74,0.366546367,0.231508126,0.7788398911481338
613,0.79,1.191864484,0.804415643,0.2503719873
801,0.82,0.288828792,0.146522158,0.8160894066396326
738,0.77,0.8814152,0.51001872,0.5279154315294118
596,0.86,0.336613932,0.188616994,0.504354478089701
802,0.76,0.355396641,0.201520672,0.8312603027418409
741,0.91,0.220387846,0.116893083,0.7249406593858707
727,0.92,0.395445367,0.242729712,0.6351703077174126
558,0.8,0.78554829,0.507882294,0.2706569416
543,0.78,0.663446286,0.463855893,0.3372697821
614,0.93,0.383849753,0.22277503,0.43117010486710966
